ensembl_id,gene_name,gene_type
ENSG00000143256,PFDN2,protein_coding
ENSG00000095059,DHPS,protein_coding
ENSG00000180953,ST20,lncRNA
ENSG00000288592,,transcribed_unitary_pseudogene
ENSG00000289464,,lncRNA
ENSG00000258433,,lncRNA
ENSG00000258773,,lncRNA
ENSG00000280304,,TEC
ENSG00000285700,,lncRNA
ENSG00000243780,,processed_pseudogene
ENSG00000158793,NIT1,protein_coding
ENSG00000232581,,lncRNA
ENSG00000240238,,processed_pseudogene
ENSG00000201704,RNA5SP396,rRNA_pseudogene
ENSG00000146576,INTS15,protein_coding
ENSG00000140297,GCNT3,protein_coding
ENSG00000263573,MIR4270,miRNA
ENSG00000288077,,lncRNA
ENSG00000241064,RN7SL110P,misc_RNA
ENSG00000131373,HACL1,protein_coding
ENSG00000254475,OR2AT1P,unprocessed_pseudogene
ENSG00000255136,TPBGL-AS1,lncRNA
ENSG00000255460,ZDHHC20P3,processed_pseudogene
ENSG00000261594,TPBGL,protein_coding
ENSG00000234568,BIN2P1,processed_pseudogene
ENSG00000284516,VAMP9P,transcribed_unitary_pseudogene
ENSG00000140307,GTF2A2,protein_coding
ENSG00000273156,,lncRNA
ENSG00000137486,ARRB1,protein_coding
ENSG00000289480,,lncRNA
ENSG00000229881,,lncRNA
ENSG00000215021,PHB2,protein_coding
ENSG00000236976,RPL6P20,processed_pseudogene
ENSG00000213643,VN1R37P,processed_pseudogene
ENSG00000138668,HNRNPD,protein_coding
ENSG00000235227,VN1R38P,unitary_pseudogene
ENSG00000213644,SAPCD2P1,processed_pseudogene
ENSG00000223614,ZNF735,protein_coding
ENSG00000136244,IL6,protein_coding
ENSG00000158796,DEDD,protein_coding
ENSG00000227161,,lncRNA
ENSG00000259657,PIGHP1,processed_pseudogene
ENSG00000259238,,lncRNA
ENSG00000234797,RPS3AP6,processed_pseudogene
ENSG00000286495,,lncRNA
ENSG00000259601,,processed_pseudogene
ENSG00000289148,,lncRNA
ENSG00000176125,UFSP1,protein_coding
ENSG00000259536,,lncRNA
ENSG00000128891,CCDC32,protein_coding
ENSG00000237621,OR9A1P,protein_coding
ENSG00000106603,COA1,protein_coding
ENSG00000120837,NFYB,protein_coding
ENSG00000104885,DOT1L,protein_coding
ENSG00000108094,CUL2,protein_coding
ENSG00000267122,,lncRNA
ENSG00000238934,,snoRNA
ENSG00000199415,RNA5SP370,rRNA_pseudogene
ENSG00000196188,CTSE,protein_coding
ENSG00000104886,PLEKHJ1,protein_coding
ENSG00000257193,LINC02385,lncRNA
ENSG00000286258,,lncRNA
ENSG00000257732,,lncRNA
ENSG00000213442,RPL18AP3,processed_pseudogene
ENSG00000255150,EID3,protein_coding
ENSG00000135119,RNFT2,protein_coding
ENSG00000229497,,processed_pseudogene
ENSG00000261284,RBM22P13,processed_pseudogene
ENSG00000259874,,processed_pseudogene
ENSG00000183696,UPP1,protein_coding
ENSG00000185947,ZNF267,protein_coding
ENSG00000223313,RNU6-516P,snRNA
ENSG00000166133,RPUSD2,protein_coding
ENSG00000203573,Metazoa_SRP,misc_RNA
ENSG00000137812,KNL1,protein_coding
ENSG00000254429,,lncRNA
ENSG00000279117,,TEC
ENSG00000254963,,lncRNA
ENSG00000149243,KLHL35,protein_coding
ENSG00000259950,,processed_pseudogene
ENSG00000261289,,processed_pseudogene
ENSG00000257279,,lncRNA
ENSG00000197476,,processed_pseudogene
ENSG00000163050,COQ8A,protein_coding
ENSG00000221411,MIR1227,miRNA
ENSG00000284129,MIR6789,miRNA
ENSG00000104897,SF3A2,protein_coding
ENSG00000260218,,processed_pseudogene
ENSG00000149948,HMGA2,protein_coding
ENSG00000261727,,transcribed_processed_pseudogene
ENSG00000261704,IGHV1OR16-1,IG_V_pseudogene
ENSG00000223931,,unprocessed_pseudogene
ENSG00000260048,IGHV1OR16-3,IG_V_pseudogene
ENSG00000270472,IGHV3OR16-9,IG_V_gene
ENSG00000260584,,processed_pseudogene
ENSG00000286473,,lncRNA
ENSG00000064309,CDON,protein_coding
ENSG00000279997,,TEC
ENSG00000260847,,lncRNA
ENSG00000260649,,transcribed_processed_pseudogene
ENSG00000260540,ABHD17AP8,unprocessed_pseudogene
ENSG00000260344,,processed_pseudogene
ENSG00000260575,,lncRNA
ENSG00000260402,,lncRNA
ENSG00000103355,PRSS33,protein_coding
ENSG00000104899,AMH,protein_coding
ENSG00000177200,CHD9,protein_coding
ENSG00000265814,RN7SL376P,misc_RNA
ENSG00000259254,,lncRNA
ENSG00000222972,RNU6-651P,snRNA
ENSG00000245849,RAD51-AS1,lncRNA
ENSG00000284272,MIR4321,miRNA
ENSG00000230799,RPS2P16,processed_pseudogene
ENSG00000277759,MIR6719,miRNA
ENSG00000213921,LEUTX,protein_coding
ENSG00000138395,CDK15,protein_coding
ENSG00000235549,EIF1P2,processed_pseudogene
ENSG00000276445,,lncRNA
ENSG00000067225,PKM,protein_coding
ENSG00000105202,FBL,protein_coding
ENSG00000174574,AKIRIN1,protein_coding
ENSG00000173862,,lncRNA
ENSG00000227481,,lncRNA
ENSG00000236494,,lncRNA
ENSG00000111596,CNOT2,protein_coding
ENSG00000233219,,lncRNA
ENSG00000286300,,lncRNA
ENSG00000213205,STRADBP1,processed_pseudogene
ENSG00000168653,NDUFS5,protein_coding
ENSG00000164619,BMPER,protein_coding
ENSG00000272677,HNRNPD-DT,lncRNA
ENSG00000250325,IGBP1P4,processed_pseudogene
ENSG00000202440,SNORD42,snoRNA
ENSG00000206654,RNU6-608P,snRNA
ENSG00000222378,RNA5SP44,rRNA_pseudogene
ENSG00000152795,HNRNPDL,protein_coding
ENSG00000287422,,lncRNA
ENSG00000226438,,lncRNA
ENSG00000217897,HSPE1P8,processed_pseudogene
ENSG00000288674,,protein_coding
ENSG00000264354,MIR3134,miRNA
ENSG00000279465,,TEC
ENSG00000263740,RN7SL4P,misc_RNA
ENSG00000012171,SEMA3B,protein_coding
ENSG00000228625,,lncRNA
ENSG00000261654,,lncRNA
ENSG00000232811,,lncRNA
ENSG00000121931,LRIF1,protein_coding
ENSG00000273010,,lncRNA
ENSG00000225672,CCNT2P1,processed_pseudogene
ENSG00000252760,RNA5SP54,rRNA_pseudogene
ENSG00000272982,,lncRNA
ENSG00000273221,,lncRNA
ENSG00000162777,DENND2D,protein_coding
ENSG00000223547,ZNF844,protein_coding
ENSG00000129933,MAU2,protein_coding
ENSG00000202137,Y_RNA,misc_RNA
ENSG00000231124,UBE2V1P11,processed_pseudogene
ENSG00000212184,RNU6-440P,snRNA
ENSG00000273209,,lncRNA
ENSG00000269961,ERBIN-DT,lncRNA
ENSG00000252904,,snoRNA
ENSG00000286314,,lncRNA
ENSG00000285999,,lncRNA
ENSG00000244398,RPL36AP37,processed_pseudogene
ENSG00000153914,SREK1,protein_coding
ENSG00000003393,ALS2,protein_coding
ENSG00000110700,RPS13,protein_coding
ENSG00000064886,CHI3L2,protein_coding
ENSG00000284691,,protein_coding
ENSG00000257446,ZNF878,protein_coding
ENSG00000285964,,lncRNA
ENSG00000237247,MBD3L5,protein_coding
ENSG00000164692,COL1A2,protein_coding
ENSG00000205718,MBD3L4,protein_coding
ENSG00000230522,MBD3L2,protein_coding
ENSG00000272034,SNORD14A,snoRNA
ENSG00000201403,SNORD14B,snoRNA
ENSG00000201586,RNU6-593P,snRNA
ENSG00000240808,,processed_pseudogene
ENSG00000130544,ZNF557,protein_coding
ENSG00000011405,PIK3C2A,protein_coding
ENSG00000283848,MIR6872,miRNA
ENSG00000179564,LSMEM2,protein_coding
ENSG00000290316,,protein_coding
ENSG00000186792,HYAL3,protein_coding
ENSG00000167414,GNG8,protein_coding
ENSG00000197013,ZNF429,protein_coding
ENSG00000253744,,lncRNA
ENSG00000248846,LINC02065,lncRNA
ENSG00000251983,RN7SKP157,misc_RNA
ENSG00000068796,KIF2A,protein_coding
ENSG00000160321,ZNF208,protein_coding
ENSG00000164344,KLKB1,protein_coding
ENSG00000053501,USE1,protein_coding
ENSG00000243477,NAA80,protein_coding
ENSG00000237653,,processed_pseudogene
ENSG00000232353,,lncRNA
ENSG00000110011,DNAJC4,protein_coding
ENSG00000287178,,lncRNA
ENSG00000222583,RN7SKP222,misc_RNA
ENSG00000259261,IGHV4OR15-8,IG_V_gene
ENSG00000231383,FGF12-AS1,lncRNA
ENSG00000270356,IGHV1OR15-4,IG_V_pseudogene
ENSG00000230126,FGF12-AS2,lncRNA
ENSG00000226709,FGF12-AS3,lncRNA
ENSG00000271507,,unprocessed_pseudogene
ENSG00000238902,,snoRNA
ENSG00000221641,MIR1268A,miRNA
ENSG00000200184,RNU1-20P,snRNA
ENSG00000135702,CHST5,protein_coding
ENSG00000259098,,processed_pseudogene
ENSG00000090520,DNAJB11,protein_coding
ENSG00000258732,,unprocessed_pseudogene
ENSG00000274835,,unprocessed_pseudogene
ENSG00000273679,,processed_pseudogene
ENSG00000174938,SEZ6L2,protein_coding
ENSG00000274279,SPATA31E3P,unprocessed_pseudogene
ENSG00000274568,RN7SL545P,misc_RNA
ENSG00000275363,MPHOSPH10P9,unprocessed_pseudogene
ENSG00000281909,HERC2P7,unprocessed_pseudogene
ENSG00000277515,RN7SL495P,misc_RNA
ENSG00000277865,GOLGA6L22,protein_coding
ENSG00000182950,ODF3L1,protein_coding
ENSG00000287667,,lncRNA
ENSG00000213332,SLC25A5P6,processed_pseudogene
ENSG00000151475,SLC25A31,protein_coding
ENSG00000246877,DNM1P35,lncRNA
ENSG00000086475,SEPHS1,protein_coding
ENSG00000236040,CHIAP1,unprocessed_pseudogene
ENSG00000260815,PPIAP47,processed_pseudogene
ENSG00000261043,,lncRNA
ENSG00000154743,TSEN2,protein_coding
ENSG00000284385,MIR4313,miRNA
ENSG00000241807,RN7SL319P,misc_RNA
ENSG00000118046,STK11,protein_coding
ENSG00000261820,DNM1P49,unprocessed_pseudogene
ENSG00000156171,DRAM2,protein_coding
ENSG00000140367,UBE2Q2,protein_coding
ENSG00000164070,HSPA4L,protein_coding
ENSG00000156603,MED19,protein_coding
ENSG00000255435,TTC36-AS1,lncRNA
ENSG00000238365,RNU7-57P,snRNA
ENSG00000172425,TTC36,protein_coding
ENSG00000237920,,unprocessed_pseudogene
ENSG00000226855,RPSAP17,processed_pseudogene
ENSG00000228013,IL6R-AS1,lncRNA
ENSG00000228264,PSMD8P1,processed_pseudogene
ENSG00000169291,SHE,protein_coding
ENSG00000289585,,lncRNA
ENSG00000165626,BEND7,protein_coding
ENSG00000149582,TMEM25,protein_coding
ENSG00000222870,RNU6-1328P,snRNA
ENSG00000127995,CASD1,protein_coding
ENSG00000273110,,lncRNA
ENSG00000227066,,lncRNA
ENSG00000187980,PLA2G2C,protein_coding
ENSG00000288679,,lncRNA
ENSG00000164050,PLXNB1,protein_coding
ENSG00000180739,S1PR5,protein_coding
ENSG00000228105,LINC01757,lncRNA
ENSG00000142515,KLK3,protein_coding
ENSG00000284710,,lncRNA
ENSG00000143252,SDHC,protein_coding
ENSG00000266308,RN7SL510P,misc_RNA
ENSG00000167196,FBXO22,protein_coding
ENSG00000269256,,lncRNA
ENSG00000139190,VAMP1,protein_coding
ENSG00000282855,,processed_pseudogene
ENSG00000156113,KCNMA1,protein_coding
ENSG00000244021,,processed_pseudogene
ENSG00000261668,,lncRNA
ENSG00000142731,PLK4,protein_coding
ENSG00000106609,TMEM248,protein_coding
ENSG00000288670,,lncRNA
ENSG00000143437,ARNT,protein_coding
ENSG00000275878,RN7SL43P,misc_RNA
ENSG00000233383,,processed_pseudogene
ENSG00000266525,MIR4650-1,miRNA
ENSG00000153814,JAZF1,protein_coding
ENSG00000169752,NRG4,protein_coding
ENSG00000135486,HNRNPA1,protein_coding
ENSG00000259803,SLC22A31,protein_coding
ENSG00000178980,SELENOW,protein_coding
ENSG00000287489,,lncRNA
ENSG00000255524,NPIPB8,protein_coding
ENSG00000206623,RNU6-979P,snRNA
ENSG00000234336,JAZF1-AS1,lncRNA
ENSG00000113249,HAVCR1,protein_coding
ENSG00000174495,PPIAP80,processed_pseudogene
ENSG00000126524,SBDS,protein_coding
ENSG00000180209,MYL11,protein_coding
ENSG00000188227,ZNF793,protein_coding
ENSG00000251821,RNU6-583P,snRNA
ENSG00000164073,MFSD8,protein_coding
ENSG00000180917,CMTR2,protein_coding
ENSG00000230626,,transcribed_processed_pseudogene
ENSG00000205238,SPDYE2,protein_coding
ENSG00000105323,HNRNPUL1,protein_coding
ENSG00000205838,TTC23L,protein_coding
ENSG00000184616,SPDYE12,protein_coding
ENSG00000261260,,lncRNA
ENSG00000260685,,processed_pseudogene
ENSG00000122548,KIAA0087,lncRNA
ENSG00000172137,CALB2,protein_coding
ENSG00000280255,,TEC
ENSG00000140374,ETFA,protein_coding
ENSG00000233760,,lncRNA
ENSG00000286507,,lncRNA
ENSG00000086300,SNX10,protein_coding
ENSG00000118096,IFT46,protein_coding
ENSG00000164051,CCDC51,protein_coding
ENSG00000263098,,lncRNA
ENSG00000141579,ZNF750,protein_coding
ENSG00000198677,SKIC3,protein_coding
ENSG00000262663,,lncRNA
ENSG00000262339,,lncRNA
ENSG00000176845,METRNL,protein_coding
ENSG00000232112,TMA7,protein_coding
ENSG00000244380,,lncRNA
ENSG00000261348,LINC02136,lncRNA
ENSG00000213689,TREX1,protein_coding
ENSG00000167377,ZNF23,protein_coding
ENSG00000274370,,lncRNA
ENSG00000261888,,lncRNA
ENSG00000267060,PTGES3L,protein_coding
ENSG00000114268,PFKFB4,protein_coding
ENSG00000289042,,lncRNA
ENSG00000010270,STARD3NL,protein_coding
ENSG00000276851,,lncRNA
ENSG00000005882,PDK2,protein_coding
ENSG00000222375,RN7SKP127,misc_RNA
ENSG00000185905,C16orf54,protein_coding
ENSG00000236199,SMARCA2-AS1,lncRNA
ENSG00000289159,,lncRNA
ENSG00000289163,,lncRNA
ENSG00000260719,,lncRNA
ENSG00000174992,ZG16,protein_coding
ENSG00000083067,TRPM3,protein_coding
ENSG00000200175,RNU6-1309P,snRNA
ENSG00000224800,RPS27AP6,processed_pseudogene
ENSG00000229357,CYCSP51,processed_pseudogene
ENSG00000143799,PARP1,protein_coding
ENSG00000275857,,lncRNA
ENSG00000259952,,lncRNA
ENSG00000238045,MVP-DT,lncRNA
ENSG00000280607,,lncRNA
ENSG00000167371,PRRT2,protein_coding
ENSG00000227191,TRGC2,TR_C_gene
ENSG00000211687,TRGJ2,TR_J_gene
ENSG00000211688,TRGJP2,TR_J_gene
ENSG00000211690,TRGJ1,TR_J_gene
ENSG00000211691,TRGJP,TR_J_gene
ENSG00000243431,RPL5P30,processed_pseudogene
ENSG00000211692,TRGJP1,TR_J_gene
ENSG00000207185,RNU6-1157P,snRNA
ENSG00000255176,,lncRNA
ENSG00000211693,TRGV11,TR_V_gene
ENSG00000231202,TRGVB,TR_V_pseudogene
ENSG00000284246,MIR6716,miRNA
ENSG00000289366,,lncRNA
ENSG00000197658,SLC22A24,protein_coding
ENSG00000211694,TRGV10,TR_V_gene
ENSG00000231916,,processed_pseudogene
ENSG00000211695,TRGV9,TR_V_gene
ENSG00000225992,TRGVA,TR_V_pseudogene
ENSG00000272908,,lncRNA
ENSG00000280893,,protein_coding
ENSG00000211696,TRGV8,TR_V_gene
ENSG00000249978,TRGV7,TR_V_pseudogene
ENSG00000280789,PAGR1,protein_coding
ENSG00000226212,TRGV6,TR_V_pseudogene
ENSG00000228668,TRGV5P,TR_V_pseudogene
ENSG00000198851,CD3E,protein_coding
ENSG00000211697,TRGV5,TR_V_gene
ENSG00000211698,TRGV4,TR_V_gene
ENSG00000167562,ZNF701,protein_coding
ENSG00000281348,,protein_coding
ENSG00000211699,TRGV3,TR_V_gene
ENSG00000013364,MVP,protein_coding
ENSG00000233306,TRGV2,TR_V_gene
ENSG00000211701,TRGV1,TR_V_gene
ENSG00000211689,TRGC1,TR_C_gene
ENSG00000289746,TARP,protein_coding
ENSG00000180347,ITPRID1,protein_coding
ENSG00000275025,,lncRNA
ENSG00000250282,,lncRNA
ENSG00000167100,SAMD14,protein_coding
ENSG00000198046,ZNF667,protein_coding
ENSG00000118058,KMT2A,protein_coding
ENSG00000105198,LGALS13,protein_coding
ENSG00000079616,KIF22,protein_coding
ENSG00000285912,5S_rRNA,rRNA_pseudogene
ENSG00000158864,NDUFS2,protein_coding
ENSG00000212590,,snoRNA
ENSG00000196584,XRCC2,protein_coding
ENSG00000108819,PPP1R9B,protein_coding
ENSG00000174206,KICS2,protein_coding
ENSG00000105146,AURKC,protein_coding
ENSG00000212298,RNU6-1009P,snRNA
ENSG00000214003,ATP5PBP3,processed_pseudogene
ENSG00000251788,RNU5A-7P,snRNA
ENSG00000244328,RN7SL845P,misc_RNA
ENSG00000185306,C12orf56,protein_coding
ENSG00000228005,,lncRNA
ENSG00000231681,,lncRNA
ENSG00000235620,,lncRNA
ENSG00000285165,,lncRNA
ENSG00000200815,RNU6-1091P,snRNA
ENSG00000236472,,lncRNA
ENSG00000132436,FIGNL1,protein_coding
ENSG00000253730,,lncRNA
ENSG00000261959,,lncRNA
ENSG00000108821,COL1A1,protein_coding
ENSG00000278799,MIR6823,miRNA
ENSG00000145040,UCN2,protein_coding
ENSG00000284251,MIR711,miRNA
ENSG00000256192,OOEPP2,processed_pseudogene
ENSG00000010256,UQCRC1,protein_coding
ENSG00000256293,ATP6V1E1P3,processed_pseudogene
ENSG00000238440,,snoRNA
ENSG00000184575,XPOT,protein_coding
ENSG00000169393,ELSPBP1,protein_coding
ENSG00000132437,DDC,protein_coding
ENSG00000126464,PRR12,protein_coding
ENSG00000251279,SMIM15-AS1,lncRNA
ENSG00000250198,LINC02199,lncRNA
ENSG00000245812,LINC02202,lncRNA
ENSG00000261360,OTULIN-DT,lncRNA
ENSG00000278905,,TEC
ENSG00000284336,MIR2277,miRNA
ENSG00000287180,,lncRNA
ENSG00000249353,NPM1P27,processed_pseudogene
ENSG00000248483,POU5F2,protein_coding
ENSG00000197128,ZNF772,protein_coding
ENSG00000272406,,lncRNA
ENSG00000175745,NR2F1,protein_coding
ENSG00000171970,ZNF57,protein_coding
ENSG00000183396,TMEM89,protein_coding
ENSG00000286713,,lncRNA
ENSG00000285978,,protein_coding
ENSG00000225697,SLC26A6,protein_coding
ENSG00000169131,ZNF354A,protein_coding
ENSG00000255566,,processed_pseudogene
ENSG00000277895,,lncRNA
ENSG00000256199,,lncRNA
ENSG00000223294,SNORD83,snoRNA
ENSG00000256670,RASSF3-DT,lncRNA
ENSG00000266016,MIR548Z,miRNA
ENSG00000207546,MIR548C,miRNA
ENSG00000225195,,lncRNA
ENSG00000256314,,lncRNA
ENSG00000285901,,protein_coding
ENSG00000175203,DCTN2,protein_coding
ENSG00000249406,,lncRNA
ENSG00000177045,SIX5,protein_coding
ENSG00000274813,,unprocessed_pseudogene
ENSG00000253725,,processed_pseudogene
ENSG00000278441,,processed_pseudogene
ENSG00000178338,ZNF354B,protein_coding
ENSG00000161298,ZNF382,protein_coding
ENSG00000138834,MAPK8IP3,protein_coding
ENSG00000263176,,lncRNA
ENSG00000249838,SUMO2P7,processed_pseudogene
ENSG00000167105,TMEM92,protein_coding
ENSG00000206624,RNU1-39P,snRNA
ENSG00000261232,,processed_pseudogene
ENSG00000285891,MSANTD5,protein_coding
ENSG00000261739,GOLGA8S,protein_coding
ENSG00000242110,AMACR,protein_coding
ENSG00000197020,ZNF100,protein_coding
ENSG00000251179,TMEM92-AS1,lncRNA
ENSG00000015532,XYLT2,protein_coding
ENSG00000007047,MARK4,protein_coding
ENSG00000175265,GOLGA8A,protein_coding
ENSG00000165119,HNRNPK,protein_coding
ENSG00000092820,EZR,protein_coding
ENSG00000289791,,protein_coding
ENSG00000279792,,TEC
ENSG00000111846,GCNT2,protein_coding
ENSG00000108826,MRPL27,protein_coding
ENSG00000164074,ABHD18,protein_coding
ENSG00000274235,,unprocessed_pseudogene
ENSG00000277866,,unprocessed_pseudogene
ENSG00000197043,ANXA6,protein_coding
ENSG00000154920,EME1,protein_coding
ENSG00000241651,,processed_pseudogene
ENSG00000248394,FOSL1P1,processed_pseudogene
ENSG00000164040,PGRMC2,protein_coding
ENSG00000259280,,lncRNA
ENSG00000206676,Y_RNA,misc_RNA
ENSG00000259460,,lncRNA
ENSG00000288808,,lncRNA
ENSG00000274444,,lncRNA
ENSG00000105048,TNNT1,protein_coding
ENSG00000274216,Metazoa_SRP,misc_RNA
ENSG00000270304,,processed_pseudogene
ENSG00000108829,LRRC59,protein_coding
ENSG00000182117,NOP10,protein_coding
ENSG00000091831,ESR1,protein_coding
ENSG00000251432,LINC02615,lncRNA
ENSG00000206824,Y_RNA,misc_RNA
ENSG00000253102,,lncRNA
ENSG00000108823,SGCA,protein_coding
ENSG00000035664,DAPK2,protein_coding
ENSG00000273077,,lncRNA
ENSG00000135365,PHF21A,protein_coding
ENSG00000138709,LARP1B,protein_coding
ENSG00000226122,DDC-AS1,lncRNA
ENSG00000185811,IKZF1,protein_coding
ENSG00000287618,,lncRNA
ENSG00000215846,MPTX1,processed_pseudogene
ENSG00000184047,DIABLO,protein_coding
ENSG00000248642,OR10J2P,unprocessed_pseudogene
ENSG00000248442,OR10J7P,unitary_pseudogene
ENSG00000251686,OR10J8P,unprocessed_pseudogene
ENSG00000249197,OR10J9P,unprocessed_pseudogene
ENSG00000288636,,protein_coding
ENSG00000117450,PRDX1,protein_coding
ENSG00000285848,,lncRNA
ENSG00000103196,CRISPLD2,protein_coding
ENSG00000183706,OR4N4,protein_coding
ENSG00000273173,SNURF,protein_coding
ENSG00000234379,HMGB1P48,unprocessed_pseudogene
ENSG00000281133,,pseudogene
ENSG00000280836,,pseudogene
ENSG00000284364,MIR6824,miRNA
ENSG00000008300,CELSR3,protein_coding
ENSG00000279408,OR4N4C,protein_coding
ENSG00000182974,OR4M2B,protein_coding
ENSG00000132780,NASP,protein_coding
ENSG00000137843,PAK6,protein_coding
ENSG00000266365,,unprocessed_pseudogene
ENSG00000266647,,unprocessed_pseudogene
ENSG00000263887,USP32P4,transcribed_unprocessed_pseudogene
ENSG00000118495,PLAGL1,protein_coding
ENSG00000242123,RPL36AP47,processed_pseudogene
ENSG00000172421,EFCAB3,protein_coding
ENSG00000260859,,lncRNA
ENSG00000279622,,lncRNA
ENSG00000260340,LINC02176,lncRNA
ENSG00000153786,ZDHHC7,protein_coding
ENSG00000018510,AGPS,protein_coding
ENSG00000239809,,processed_pseudogene
ENSG00000249201,TERLR1,lncRNA
ENSG00000251981,RNU7-52P,snRNA
ENSG00000239527,RPS23P7,processed_pseudogene
ENSG00000284575,MIR4793,miRNA
ENSG00000087995,METTL2A,protein_coding
ENSG00000174358,SLC6A19,protein_coding
ENSG00000153789,CIBAR2,protein_coding
ENSG00000213672,NCKIPSD,protein_coding
ENSG00000278214,LINC02139,lncRNA
ENSG00000239246,,processed_pseudogene
ENSG00000275088,,lncRNA
ENSG00000287787,,lncRNA
ENSG00000270313,COX6CP16,processed_pseudogene
ENSG00000179219,LINC00311,lncRNA
ENSG00000264546,,lncRNA
ENSG00000266307,MIR5093,miRNA
ENSG00000277463,,lncRNA
ENSG00000135709,KIAA0513,protein_coding
ENSG00000274565,,lncRNA
ENSG00000275743,TRBV14,TR_V_gene
ENSG00000011028,MRC2,protein_coding
ENSG00000164363,SLC6A18,protein_coding
ENSG00000276819,TRBV15,TR_V_gene
ENSG00000275243,TRBV16,TR_V_gene
ENSG00000277880,TRBV17,TR_V_gene
ENSG00000276557,TRBV18,TR_V_gene
ENSG00000111667,USP5,protein_coding
ENSG00000211746,TRBV19,TR_V_gene
ENSG00000211747,TRBV20-1,TR_V_gene
ENSG00000251578,TRBV21-1,TR_V_pseudogene
ENSG00000288721,,protein_coding
ENSG00000240578,TRBV22-1,TR_V_pseudogene
ENSG00000211749,TRBV23-1,TR_V_gene
ENSG00000211750,TRBV24-1,TR_V_gene
ENSG00000282499,TRBV25-1,TR_V_gene
ENSG00000124641,MED20,protein_coding
ENSG00000239992,TRBVA,TR_V_pseudogene
ENSG00000249912,TRBV26,TR_V_pseudogene
ENSG00000241911,TRBVB,TR_V_pseudogene
ENSG00000211752,TRBV27,TR_V_gene
ENSG00000287486,,lncRNA
ENSG00000211753,TRBV28,TR_V_gene
ENSG00000164362,TERT,protein_coding
ENSG00000244273,PGBD4P1,processed_pseudogene
ENSG00000286831,,lncRNA
ENSG00000232869,TRBV29-1,TR_V_gene
ENSG00000204983,PRSS1,protein_coding
ENSG00000214872,SMTNL1,protein_coding
ENSG00000187987,ZSCAN23,protein_coding
ENSG00000286808,,lncRNA
ENSG00000232268,OR52I1,protein_coding
ENSG00000140743,CDR2,protein_coding
ENSG00000167346,MMP26,protein_coding
ENSG00000112530,PACRG,protein_coding
ENSG00000198286,CARD11,protein_coding
ENSG00000259424,IRAIN,lncRNA
ENSG00000260635,,lncRNA
ENSG00000260790,CDR2-DT,lncRNA
ENSG00000288991,,lncRNA
ENSG00000230872,MFSD13B,transcribed_unitary_pseudogene
ENSG00000289162,,lncRNA
ENSG00000176922,OR51S1,protein_coding
ENSG00000228350,LINC02585,lncRNA
ENSG00000259251,VPS13C-DT,lncRNA
ENSG00000277149,TYW1B,protein_coding
ENSG00000271973,,lncRNA
ENSG00000133895,MEN1,protein_coding
ENSG00000277041,,unprocessed_pseudogene
ENSG00000260973,,lncRNA
ENSG00000135540,NHSL1,protein_coding
ENSG00000198535,C2CD4A,protein_coding
ENSG00000260905,LINC02890,lncRNA
ENSG00000068745,IP6K2,protein_coding
ENSG00000196678,ERI2,protein_coding
ENSG00000206613,RNU6-1336P,snRNA
ENSG00000214676,RPL9P16,processed_pseudogene
ENSG00000249609,,lncRNA
ENSG00000279384,,TEC
ENSG00000259466,NPM1P47,processed_pseudogene
ENSG00000145439,CBR4,protein_coding
ENSG00000205502,C2CD4B,protein_coding
ENSG00000289547,,lncRNA
ENSG00000259697,,lncRNA
ENSG00000259878,,lncRNA
ENSG00000276713,Metazoa_SRP,misc_RNA
ENSG00000260375,,unprocessed_pseudogene
ENSG00000260957,,lncRNA
ENSG00000277919,MIR8067,miRNA
ENSG00000221033,MIR1272,miRNA
ENSG00000140451,PIF1,protein_coding
ENSG00000201176,RNU6-853P,snRNA
ENSG00000201818,RNY4P17,misc_RNA
ENSG00000251445,CBR4-DT,lncRNA
ENSG00000129116,PALLD,protein_coding
ENSG00000207382,Y_RNA,misc_RNA
ENSG00000279713,,TEC
ENSG00000199697,RNU6-446P,snRNA
ENSG00000265702,,lncRNA
ENSG00000197261,C6orf141,protein_coding
ENSG00000206732,RNU6-936P,snRNA
ENSG00000250474,WBP1LP2,processed_pseudogene
ENSG00000138092,CENPO,protein_coding
ENSG00000225935,BANF1P5,processed_pseudogene
ENSG00000287457,,lncRNA
ENSG00000091137,SLC26A4,protein_coding
ENSG00000112624,BICRAL,protein_coding
ENSG00000146872,TLK2,protein_coding
ENSG00000127329,PTPRB,protein_coding
ENSG00000263670,MIR4457,miRNA
ENSG00000049656,CLPTM1L,protein_coding
ENSG00000196747,H2AC13,protein_coding
ENSG00000273802,H2BC8,protein_coding
ENSG00000185130,H2BC13,protein_coding
ENSG00000233822,H2BC15,protein_coding
ENSG00000277224,H2BC7,protein_coding
ENSG00000275713,H2BC9,protein_coding
ENSG00000188215,DCUN1D3,protein_coding
ENSG00000180596,H2BC4,protein_coding
ENSG00000271936,,lncRNA
ENSG00000115137,DNAJC27,protein_coding
ENSG00000105879,CBLL1,protein_coding
ENSG00000273983,H3C8,protein_coding
ENSG00000278705,H4C2,protein_coding
ENSG00000276966,H4C5,protein_coding
ENSG00000135569,TAAR5,protein_coding
ENSG00000158373,H2BC5,protein_coding
ENSG00000102897,LYRM1,protein_coding
ENSG00000120279,MYCT1,protein_coding
ENSG00000188996,HUS1B,protein_coding
